ID,Task,mature,age,percorr,percorr_class_1,percorr_class_2,percorr_class_3,percorr_class_4,percorr_class_5,percorr_class_6,percorr_class_7,percorr_class_8,percorr_class_9,percorr_class_10,percorr_class_11,percorr_class_12,percorr_class_13,percorr_class_14,percorr_class_15,percorr_class_16,percorr_class_17,percorr_class_18,percorr_class_19,percorr_class_20
PIC,ODRdistractor_diagonal,-30.43333333,48.2,0.789473684,0.818181818,0.666666667,0.615384615,0.444444444,0.380952381,1,1,1,1,1,1,0.888888889,1,0.727272727,1,1,0.727272727,0.9,0.888888889,0.888888889
PIC,ODRdistractor_cardinal,-30.4,48.23333333,0.925675676,0.7,0.875,0.875,0.636363636,0.857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875
PIC,ODRdistractor_diagonal,-30.36666667,48.26666667,0.963855422,1,1,0.888888889,1,1,0.888888889,1,1,1,1,1,1,1,1,1,1,0.888888889,1,0.888888889,0.8
PIC,ODRdistractor_cardinal,-30.2,48.43333333,0.952380952,1,0.9,1,1,0.9,1,1,0.9,1,1,1,1,0.818181818,0.9,1,1,0.9,1,0.818181818,1
PIC,ODRdistractor_diagonal,-30.16666667,48.46666667,0.96803653,1,0.916666667,1,0.916666667,1,1,1,1,0.916666667,0.833333333,1,1,1,1,1,1,0.909090909,1,1,0.909090909
PIC,ODRdistractor_diagonal,-30.13333333,48.5,0.91503268,1,1,1,1,0.875,1,1,1,1,1,0.875,0.7,0.583333333,0.875,0.875,1,0.875,1,1,1
PIC,ODRdistractor_cardinal,-25,53.63333333,0.814070352,0.470588235,0.727272727,0.615384615,0.888888889,0.8,1,1,1,0.888888889,1,1,1,1,1,1,0.727272727,0.666666667,0.727272727,0.727272727,0.727272727
PIC,ODRdistractor_cardinal,-24.96666667,53.66666667,0.729957806,0.75,0.666666667,0.666666667,0.666666667,0.571428571,0.9,0.9,1,0.818181818,1,1,1,1,1,1,0.75,0.615384615,0.421052632,0.45,0.5
PIC,ODRdistractor_diagonal,-24.83333333,53.8,0.916666667,0.916666667,1,0.916666667,0.916666667,1,1,0.916666667,1,1,1,0.916666667,0.916666667,1,1,0.846153846,0.916666667,0.916666667,0.916666667,0.733333333,0.6875
PIC,ODRdistractor_cardinal,-24.8,53.83333333,0.890756303,0.647058824,0.785714286,0.833333333,1,1,1,1,0.916666667,1,1,1,1,0.909090909,1,0.846153846,1,1,0.6875,0.769230769,0.785714286
PIC,ODRdistractor_cardinal,-24.76666667,53.86666667,0.824902724,0.833333333,0.714285714,0.714285714,0.916666667,0.909090909,0.833333333,0.916666667,1,0.647058824,1,0.909090909,0.846153846,0.6875,0.916666667,0.916666667,0.785714286,0.733333333,0.846153846,0.733333333,0.916666667
PIC,ODRdistractor_diagonal,-24.73333333,53.9,0.760204082,0.888888889,1,1,1,1,0.8,0.444444444,0.32,1,1,0.7,1,0.875,0.7,0.777777778,0.7,0.8,1,0.7,1
PIC,ODRdistractor_diagonal,-24.6,54.03333333,0.785407725,0.9,0.9,1,1,0.9,1,1,1,1,0.909090909,0.818181818,0.642857143,0.310344828,0.642857143,0.529411765,0.818181818,0.909090909,0.9,0.9,0.9
PIC,ODRdistractor_cardinal,-24.56666667,54.06666667,0.888888889,0.909090909,1,0.833333333,0.909090909,0.909090909,1,1,1,1,1,0.909090909,1,0.909090909,0.909090909,0.909090909,0.769230769,0.833333333,0.714285714,0.625,0.909090909
PIC,ODRdistractor_diagonal,-24.53333333,54.1,0.826666667,1,1,1,1,1,1,0.818181818,0.714285714,1,1,0.625,0.75,0.5625,0.642857143,0.642857143,1,0.769230769,1,0.9,0.75
PIC,ODRdistractor_cardinal,-24.5,54.13333333,0.779816514,0.666666667,0.818181818,0.8,0.75,0.75,1,0.8,0.727272727,0.818181818,0.9,0.9,0.615384615,0.6,0.533333333,0.8,0.9,0.8,1,0.9,0.888888889
PIC,ODRdistractor_cardinal,-24.36666667,54.26666667,0.947368421,0.9,0.9,0.692307692,1,1,0.9,1,1,1,1,1,1,1,1,1,1,0.818181818,1,1,0.9
PIC,ODRdistractor_diagonal,-24.33333333,54.3,0.87804878,0.9,1,0.9,0.818181818,0.9,0.75,0.6,0.6,1,1,1,1,1,0.9,1,0.9,0.9,0.818181818,1,1
PIC,ODRdistractor_cardinal,-24.3,54.33333333,0.925714286,1,1,0.666666667,0.888888889,0.727272727,1,1,1,1,1,1,0.888888889,0.888888889,1,1,1,1,0.888888889,0.9,0.888888889
PIC,ODRdistractor_diagonal,-24.26666667,54.36666667,0.905405405,0.833333333,0.833333333,0.909090909,0.785714286,0.909090909,1,0.833333333,1,1,1,1,0.909090909,1,0.909090909,1,0.909090909,1,0.833333333,0.714285714,0.909090909
PIC,ODRdistractor_cardinal,-20.6,58.03333333,0.927835052,1,1,1,1,0.818181818,0.9,1,1,0.9,0.9,0.9,1,1,1,0.9,0.9,0.818181818,0.818181818,0.818181818,1
PIC,ODRdistractor_diagonal,-20.56666667,58.06666667,0.95631068,1,1,1,1,0.909090909,1,0.909090909,1,1,1,1,0.909090909,1,0.909090909,1,0.909090909,0.909090909,0.9,0.909090909,0.909090909
PIC,ODRdistractor_diagonal,-20.4,58.23333333,0.970588235,0.909090909,1,0.909090909,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.909090909
PIC,ODRdistractor_cardinal,-20.36666667,58.26666667,0.975409836,1,1,0.857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1
PIC,ODRdistractor_cardinal,-20.33333333,58.3,0.901345291,1,1,1,0.833333333,0.909090909,0.833333333,0.909090909,0.769230769,1,0.714285714,1,0.833333333,1,1,1,1,0.833333333,0.769230769,0.916666667,0.909090909
PIC,ODRdistractor_cardinal,-20.13333333,58.5,0.860215054,0.727272727,0.666666667,0.571428571,0.727272727,0.8,1,0.888888889,0.8,1,0.888888889,1,1,1,1,0.888888889,1,1,1,1,0.727272727
PIC,ODRdistractor_cardinal,-19.93333333,58.7,0.862068966,1,1,0.833333333,1,1,0.833333333,0.833333333,0.714285714,0.625,1,1,0.833333333,0.714285714,0.833333333,1,1,1,0.714285714,0.714285714,1
PIC,ODRdistractor_cardinal,-19.9,58.73333333,0.720720721,0.888888889,0.666666667,0.888888889,1,0.8,1,1,1,1,1,0.5,0.444444444,0.5,0.533333333,0.727272727,0.8,0.533333333,0.571428571,0.8,0.888888889
PIC,ODRdistractor_diagonal,-19.86666667,58.76666667,0.845070423,0.857142857,1,0.857142857,1,0.857142857,0.75,0.666666667,0.857142857,0.75,1,1,1,1,1,1,0.75,0.6,1,0.6,0.857142857
PIC,ODRdistractor_diagonal,-19.7,58.93333333,0.883116883,0.909090909,0.833333333,0.833333333,1,1,0.833333333,0.909090909,0.909090909,1,1,1,0.909090909,0.909090909,1,1,0.625,0.733333333,0.909090909,0.769230769,0.833333333
PIC,ODRdistractor_cardinal,-19.66666667,58.96666667,0.693965517,0.727272727,0.571428571,0.533333333,0.666666667,0.615384615,1,1,1,1,1,0.571428571,0.571428571,0.727272727,0.533333333,0.727272727,0.8,0.529411765,0.421052632,1,1
PIC,ODRdistractor_cardinal,-19.63333333,59,0.829896907,0.666666667,0.5,0.8,0.8,0.888888889,0.888888889,0.666666667,1,0.8,1,0.8,0.888888889,1,1,1,1,0.8,0.8,0.888888889,1
PIC,ODRdistractor_cardinal,-19.6,59.03333333,0.970873786,1,0.833333333,1,1,0.833333333,1,1,0.833333333,1,1,1,1,1,1,1,1,1,1,1,1
PIC,ODRdistractor_cardinal,-19.6,59.03333333,0.792207792,0.5,1,1,1,0.6,0.75,0.75,0.3,0.75,1,1,1,0.8,1,1,1,1,1,1,1
PIC,ODRdistractor_diagonal,-19.46666667,59.16666667,0.863309353,0.857142857,1,0.857142857,1,1,0.428571429,0.75,0.857142857,0.75,0.857142857,1,1,1,1,1,1,0.857142857,1,0.75,1
PIC,ODRdistractor_diagonal,-19.43333333,59.2,0.877192982,0.714285714,0.833333333,1,0.769230769,1,0.909090909,1,1,0.909090909,0.833333333,1,1,0.833333333,0.909090909,1,0.833333333,0.769230769,1,0.625,0.909090909
PIC,ODRdistractor_cardinal,-19.4,59.23333333,0.771929825,0.47826087,0.785714286,0.611111111,0.55,0.578947368,0.916666667,1,0.785714286,0.916666667,1,0.916666667,0.846153846,1,0.785714286,1,0.916666667,0.846153846,0.785714286,0.647058824,0.785714286
PIC,ODRdistractor_cardinal,-19.36666667,59.26666667,0.845070423,0.642857143,0.75,1,0.692307692,0.5625,0.818181818,0.75,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.818181818,1,0.818181818
PIC,ODRdistractor_diagonal,-19.23333333,59.4,0.869565217,0.666666667,0.857142857,1,0.75,0.857142857,0.857142857,1,1,0.857142857,1,0.857142857,1,1,1,1,0.75,1,0.666666667,1,0.666666667
PIC,ODRdistractor_cardinal,-19.2,59.43333333,0.729927007,0.833333333,0.909090909,0.833333333,0.588235294,0.588235294,0.833333333,0.769230769,0.555555556,0.476190476,0.714285714,1,1,1,1,0.909090909,0.909090909,0.666666667,0.434782609,0.909090909,0.625
PIC,ODRdistractor_diagonal,-19.16666667,59.46666667,0.841121495,1,0.75,0.692307692,0.45,0.75,1,0.9,1,1,1,1,1,0.9,1,1,0.818181818,0.75,0.692307692,1,0.818181818
PIC,ODRdistractor_diagonal,-19.13333333,59.5,0.75,0.346153846,0.75,0.818181818,0.642857143,0.692307692,0.6,1,1,0.75,0.9,1,1,1,1,1,0.9,0.5,0.9,0.642857143,0.692307692
PIC,ODRdistractor_diagonal,-15.23333333,63.4,0.802325581,0.875,0.777777778,0.777777778,1,1,0.875,1,1,1,1,1,1,1,1,1,0.777777778,0.583333333,0.5,0.636363636,0.352941176
PIC,ODRdistractor_diagonal,-15.2,63.43333333,0.772511848,0.8,0.9,0.888888889,0.444444444,0.727272727,0.8,1,1,1,0.9,1,1,1,1,1,0.666666667,1,0.727272727,0.380952381,0.5
PIC,ODRdistractor_cardinal,-15.16666667,63.46666667,0.923076923,1,1,1,0.818181818,0.8,1,0.666666667,0.888888889,1,1,1,1,1,0.666666667,1,1,1,1,1,0.9
PIC,ODRdistractor_cardinal,-15.03333333,63.6,0.662068966,0.833333333,1,0.5,1,0.833333333,0.714285714,0.285714286,0.307692308,0.555555556,1,1,0.833333333,1,1,0.833333333,0.625,0.625,0.5,1,0.444444444
PIC,ODRdistractor_diagonal,-15,63.63333333,0.729927007,0.625,1,0.5,0.555555556,0.833333333,0.333333333,0.625,1,0.454545455,0.555555556,1,1,1,1,1,1,1,1,1,0.833333333
PIC,ODRdistractor_cardinal,-14.96666667,63.66666667,0.676012461,0.588235294,0.916666667,0.846153846,0.785714286,1,0.611111111,0.5,0.5,0.846153846,0.785714286,0.916666667,0.846153846,1,0.5,0.916666667,0.733333333,0.523809524,0.5,0.526315789,0.555555556
PIC,ODRdistractor_cardinal,-14.76666667,63.86666667,0.823170732,0.875,1,0.857142857,1,0.857142857,1,0.75,0.666666667,0.777777778,1,0.875,1,1,1,0.875,0.875,0.538461538,0.545454545,0.875,0.636363636
PIC,ODRdistractor_cardinal,-14.73333333,63.9,0.744827586,0.5,1,0.857142857,0.625,0.75,1,0.833333333,1,1,1,0.5,0.625,0.625,0.714285714,1,1,0.666666667,0.833333333,0.714285714,0.454545455
PIC,ODRdistractor_cardinal,-14.7,63.93333333,0.773504274,0.818181818,1,0.818181818,0.5625,0.642857143,1,1,1,1,1,1,1,1,1,0.9,0.75,0.75,0.529411765,0.391304348,0.555555556
PIC,ODRdistractor_cardinal,-14.56666667,64.06666667,0.877419355,0.875,1,1,1,1,0.777777778,0.857142857,0.6,1,0.777777778,1,1,1,1,1,0.875,0.857142857,0.7,1,0.6
PIC,ODRdistractor_cardinal,-14.53333333,64.1,0.613636364,0.666666667,0.888888889,0.615384615,0.444444444,0.727272727,0.888888889,1,1,0.888888889,1,0.888888889,0.9,1,0.8,0.888888889,0.380952381,0.307692308,0.333333333,0.363636364,0.421052632
PIC,ODRdistractor_diagonal,-14.5,64.13333333,0.83902439,1,0.75,0.8,0.727272727,0.818181818,0.9,1,1,0.9,1,1,1,1,1,1,0.8,0.6,0.642857143,0.666666667,0.666666667
PIC,ODRdistractor_cardinal,-14.33333333,64.3,0.614107884,0.636363636,1,0.636363636,0.368421053,0.8,0.875,0.888888889,0.888888889,0.888888889,1,0.5,0.8,0.777777778,0.727272727,0.888888889,0.466666667,0.318181818,0.333333333,0.538461538,0.470588235
PIC,ODRdistractor_diagonal,-14.3,64.33333333,0.771689498,0.818181818,0.692307692,1,0.615384615,0.818181818,1,1,1,1,1,1,1,1,1,1,0.615384615,0.888888889,0.615384615,0.258064516,0.727272727
PIC,ODRdistractor_diagonal,-14.26666667,64.36666667,0.528301887,0.555555556,0.666666667,0.857142857,0.24,0.5,0.857142857,1,1,1,1,1,1,1,1,1,0.294117647,0.277777778,0.294117647,0.206896552,0.461538462
PIC,ODRdistractor_cardinal,-14.23333333,64.4,0.542986425,0.6,0.461538462,0.666666667,0.545454545,0.666666667,1,1,1,1,1,0.6,0.75,0.5,0.333333333,0.461538462,0.5,0.285714286,0.461538462,0.333333333,0.428571429
PIC,ODRdistractor_cardinal,1.1,79.73333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC,ODRdistractor_diagonal,1.133333333,79.76666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC,ODRdistractor_cardinal,1.266666667,79.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC,ODRdistractor_cardinal,1.3,79.93333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC,ODRdistractor_diagonal,1.333333333,79.96666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC,ODRdistractor_diagonal,1.366666667,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC,ODRdistractor_cardinal,1.4,80.03333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC,ODRdistractor_cardinal,1.5,80.13333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC,ODRdistractor_diagonal,1.533333333,80.16666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC,ODRdistractor_cardinal,1.566666667,80.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC,ODRdistractor_diagonal,1.6,80.23333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC,ODRdistractor_cardinal,1.633333333,80.26666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC,ODRdistractor_cardinal,2.933333333,81.56666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC,ODRdistractor_diagonal,2.966666667,81.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC,ODRdistractor_cardinal,3,81.63333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIC,ODRdistractor_diagonal,3.133333333,81.76666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ROS,ODRdistractor_cardinal,-20.86666667,46.1,0.575757576,0.111111111,0.25,0.222222222,1,0.5,0.666666667,1,0.5,1,0.666666667,1,1,1,1,1,0.666666667,0.5,1,0.666666667,1
ROS,ODRdistractor_cardinal,-20.86666667,46.1,0.877777778,0.8,0.8,0.8,1,1,1,1,0.5,1,1,1,1,1,1,1,0.8,0.8,0.666666667,0.8,1
ROS,ODRdistractor_diagonal,-20.83333333,46.13333333,0.857142857,1,1,0.888888889,0.875,1,0.7,0.636363636,0.636363636,0.7,0.875,1,0.875,0.875,1,1,1,1,0.666666667,1,0.777777778
ROS,ODRdistractor_cardinal,-20.8,46.16666667,0.9,1,0.888888889,1,0.8,1,1,1,0.8,0.888888889,1,1,0.888888889,0.888888889,1,0.8,0.8,1,0.727272727,0.727272727,1
ROS,ODRdistractor_cardinal,-20.76666667,46.2,0.905797101,1,0.866666667,0.923076923,0.866666667,1,0.928571429,1,0.8,1,1,1,1,0.923076923,0.684210526,0.923076923,0.75,1,0.857142857,0.928571429,0.857142857
ROS,ODRdistractor_diagonal,-20.63333333,46.33333333,0.795454545,0.8,1,0.5,0.5,1,0.8,0.75,0.5,0.5,1,1,1,1,1,1,0.8,1,0.75,1,1
ROS,ODRdistractor_diagonal,-20.63333333,46.33333333,0.678082192,0.833333333,0.714285714,0.555555556,1,1,0.625,0.555555556,0.137931034,0.625,0.833333333,1,1,0.714285714,1,1,1,1,0.833333333,0.833333333,1
ROS,ODRdistractor_cardinal,-20.6,46.36666667,0.813953488,1,0.75,1,1,1,1,1,0.25,0.75,1,1,0.75,0.8,1,0.8,1,0.8,1,1,0.8
ROS,ODRdistractor_cardinal,-20.6,46.36666667,0.89380531,1,1,1,0.714285714,0.833333333,1,0.833333333,0.833333333,0.714285714,1,1,1,0.714285714,1,1,1,0.714285714,0.833333333,1,1
ROS,ODRdistractor_diagonal,-20.56666667,46.4,0.769230769,0.363636364,0.666666667,0.666666667,0.615384615,1,0.8,0.8,0.8,0.666666667,1,0.8,1,1,0.8,0.8,0.888888889,1,0.727272727,1,0.888888889
ROS,ODRdistractor_cardinal,-20.53333333,46.43333333,0.799342105,0.923076923,0.866666667,0.75,0.705882353,0.75,0.8125,0.923076923,0.375,0.75,0.631578947,1,1,0.923076923,0.923076923,1,0.8,1,0.923076923,0.8,0.923076923
ROS,ODRdistractor_diagonal,-20.4,46.56666667,0.705882353,0.9,0.642857143,0.9,0.818181818,0.692307692,1,0.818181818,0.642857143,0.692307692,0.6,0.409090909,0.75,0.692307692,0.9,0.818181818,1,0.75,0.642857143,0.409090909,0.9
ROS,ODRdistractor_cardinal,-20.36666667,46.6,0.745341615,0.857142857,0.857142857,0.75,0.5,1,0.545454545,0.545454545,0.545454545,0.666666667,0.857142857,0.857142857,1,0.857142857,1,0.75,0.6,1,0.857142857,0.666666667,1
ROS,ODRdistractor_diagonal,-20.33333333,46.63333333,0.900900901,0.833333333,0.714285714,0.714285714,1,1,0.909090909,1,0.909090909,1,1,0.909090909,1,0.909090909,0.909090909,0.909090909,0.833333333,1,1,0.769230769,0.909090909
ROS,ODRdistractor_cardinal,-20.3,46.66666667,0.869565217,1,0.909090909,0.909090909,0.833333333,0.833333333,0.769230769,0.769230769,0.769230769,0.769230769,0.833333333,1,1,1,1,1,0.769230769,0.769230769,0.909090909,0.833333333,0.909090909
ROS,ODRdistractor_cardinal,-20.16666667,46.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ROS,ODRdistractor_cardinal,-20.16666667,46.8,0.664383562,0.833333333,0.714285714,1,0.714285714,1,0.714285714,0.25,0.222222222,0.833333333,0.555555556,1,0.833333333,1,1,1,0.833333333,1,0.5,0.555555556,0.833333333
