ID,Task,mature,age,percorr,percorr_class_1,percorr_class_2,percorr_class_3,percorr_class_4,percorr_class_5,percorr_class_6,percorr_class_7,percorr_class_8,percorr_class_9,percorr_class_10,percorr_class_11,percorr_class_12,percorr_class_13,percorr_class_14,percorr_class_15,percorr_class_16,percorr_class_17,percorr_class_18,percorr_class_19,percorr_class_20
ROS,ODRdistractor_cardinal,13.76666667,80.73333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ROS,ODRdistractor_cardinal,13.86666667,80.83333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ROS,ODRdistractor_diagonal,13.9,80.86666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ROS,ODRdistractor_cardinal,13.93333333,80.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ROS,ODRdistractor_cardinal,13.96666667,80.93333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ROS,ODRdistractor_cardinal,14,80.96666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UNI,ODRdistractor_diagonal,-6,39.2,0.701680672,0.888888889,0.666666667,1,0.888888889,0.692307692,0.818181818,0.727272727,0.4,0.9,0.9,1,1,0.266666667,1,1,0.888888889,0.727272727,0.666666667,0.444444444,0.8
UNI,ODRdistractor_diagonal,-5.966666667,39.23333333,0.652027027,0.642857143,0.75,0.642857143,1,0.692307692,0.909090909,0.476190476,0.310344828,1,1,1,0.909090909,0.526315789,0.833333333,1,0.625,0.434782609,0.6,0.454545455,0.642857143
UNI,ODRdistractor_diagonal,-5.933333333,39.26666667,0.860759494,0.733333333,0.714285714,0.769230769,0.555555556,0.714285714,1,0.909090909,0.909090909,1,1,1,0.909090909,0.909090909,1,1,0.833333333,0.833333333,0.909090909,0.909090909,1
UNI,ODRdistractor_diagonal,-5.8,39.4,0.763975155,0.666666667,0.857142857,1,0.75,0.75,0.857142857,0.375,0.461538462,1,0.875,1,1,0.6,0.666666667,1,1,0.857142857,0.7,1,1
UNI,ODRdistractor_diagonal,-5.766666667,39.43333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UNI,ODRdistractor_diagonal,-5.766666667,39.43333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UNI,ODRdistractor_cardinal,-5.7,39.5,0.755102041,1,1,0.25,1,1,1,1,0.25,1,1,0.666666667,1,1,1,1,0.4,1,0.5,1,1
UNI,ODRdistractor_cardinal,-5.7,39.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UNI,ODRdistractor_diagonal,-5.533333333,39.66666667,0.720588235,1,1,0.714285714,0.714285714,0.833333333,0.833333333,0.5,0.714285714,0.833333333,0.714285714,0.571428571,0.833333333,0.454545455,0.833333333,0.833333333,1,0.625,0.833333333,0.5,0.714285714
UNI,ODRdistractor_cardinal,-5.5,39.7,0.743961353,0.888888889,1,1,1,0.888888889,0.666666667,0.615384615,0.8,0.615384615,0.466666667,1,1,0.307692308,1,1,1,0.583333333,0.777777778,0.888888889,0.888888889
UNI,ODRdistractor_diagonal,-5.466666667,39.73333333,0.786786787,1,0.928571429,1,1,0.875,0.764705882,0.393939394,0.565217391,0.8125,1,0.722222222,0.866666667,0.52,0.928571429,0.928571429,0.866666667,0.8125,0.722222222,1,1
UNI,ODRdistractor_diagonal,-5.333333333,39.86666667,0.833333333,0.916666667,0.733333333,0.833333333,0.909090909,1,0.916666667,0.846153846,0.785714286,0.916666667,0.916666667,1,0.916666667,0.611111111,0.909090909,0.909090909,0.916666667,0.846153846,0.647058824,0.769230769,0.6875
UNI,ODRdistractor_diagonal,-5.3,39.9,0.901234568,0.875,1,1,0.888888889,1,1,0.7,0.875,1,0.875,1,1,0.727272727,1,0.777777778,0.888888889,1,0.875,1,0.777777778
UNI,ODRdistractor_diagonal,-5.3,39.9,0.825,1,1,1,1,1,0.75,0.75,0.6,1,1,1,0.75,0.75,0.75,0.8,0.75,1,0.5,1,0.6
UNI,ODRdistractor_diagonal,-5.266666667,39.93333333,0.845410628,0.888888889,0.6,0.818181818,1,0.75,0.818181818,1,0.615384615,1,0.9,0.9,1,0.692307692,1,0.9,1,0.888888889,0.818181818,0.8,0.9
UNI,ODRdistractor_cardinal,-5.233333333,39.96666667,0.48852459,1,0.888888889,0.727272727,0.8,1,0.7,0.7,0.666666667,1,1,0.173913043,0.175,0.122807018,1,0.5,0.666666667,0.875,0.777777778,0.636363636,0.888888889
UNI,ODRdistractor_diagonal,-5.133333333,40.06666667,0.83908046,0.785714286,0.785714286,0.916666667,0.647058824,0.6875,1,0.846153846,0.909090909,1,1,1,1,0.6875,0.733333333,1,0.846153846,0.846153846,0.916666667,0.6875,0.846153846
UNI,ODRdistractor_diagonal,-5.066666667,40.13333333,0.888888889,1,0.909090909,1,0.833333333,1,1,1,0.909090909,1,1,1,0.909090909,0.625,0.909090909,0.909090909,0.666666667,0.909090909,0.769230769,0.909090909,0.833333333
UNI,ODRdistractor_cardinal,-5.033333333,40.16666667,0.678431373,1,0.888888889,0.615384615,1,1,0.818181818,0.818181818,0.571428571,0.615384615,0.75,0.642857143,0.818181818,0.181818182,0.9,1,0.818181818,0.666666667,0.642857143,0.818181818,0.9
UNI,ODRdistractor_diagonal,-4.866666667,40.33333333,0.964912281,1,1,0.857142857,0.857142857,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1
UNI,ODRdistractor_cardinal,-4.833333333,40.36666667,0.586666667,1,0.75,0.9,0.9,0.9,0.391304348,0.470588235,0.347826087,0.45,0.6,0.9,0.9,0.148148148,0.9,0.818181818,0.692307692,0.727272727,0.692307692,0.9,1
UNI,ODRdistractor_cardinal,-4.8,40.4,0.604347826,1,0.875,0.7,1,1,0.583333333,0.7,0.304347826,0.875,0.636363636,0.7,0.777777778,0.105263158,1,1,1,1,0.875,0.875,1
UNI,ODRdistractor_cardinal,-4.766666667,40.43333333,0.487654321,0.8,1,0.8,1,1,0.259259259,0.152173913,0.195121951,0.444444444,0.380952381,0.8,0.888888889,0.173913043,1,1,0.888888889,0.888888889,1,0.727272727,0.888888889
UNI,ODRdistractor_cardinal,-4.633333333,40.56666667,0.569852941,0.888888889,0.888888889,0.8,1,0.888888889,0.225806452,0.296296296,0.2,0.777777778,0.411764706,0.571428571,0.875,0.275862069,1,1,0.888888889,1,1,1,1
UNI,ODRdistractor_cardinal,-4.6,40.6,0.401015228,0.8,1,0.8,1,0.8,0.148148148,0.25,0.8,0.8,0.19047619,1,0.571428571,0.050847458,1,1,1,1,0.666666667,1,1
UNI,ODRdistractor_diagonal,-4.533333333,40.66666667,0.825,0.8,0.8,0.888888889,0.8,1,1,0.9,0.8,1,1,0.5625,0.888888889,0.8,0.615384615,0.9,0.8,1,0.888888889,0.9,0.615384615
UNI,ODRdistractor_cardinal,-0.4,44.8,0.673758865,1,0.714285714,0.625,0.833333333,0.833333333,0.625,0.625,0.454545455,0.666666667,0.555555556,1,1,0.833333333,1,1,0.416666667,0.444444444,0.555555556,1,0.555555556
UNI,ODRdistractor_diagonal,-0.366666667,44.83333333,0.738853503,1,1,1,0.857142857,0.857142857,1,1,1,1,0.833333333,1,1,1,0.857142857,1,0.5,0.272727273,0.375,0.555555556,0.75
UNI,ODRdistractor_cardinal,-0.2,45,0.644628099,1,0.888888889,0.5,0.888888889,0.888888889,0.636363636,0.8,0.727272727,1,0.8,1,1,0.8,1,0.888888889,0.363636364,0.2,0.380952381,0.666666667,0.727272727
UNI,ODRdistractor_diagonal,-0.166666667,45.03333333,0.737327189,0.8,0.615384615,1,0.666666667,0.888888889,1,1,0.8,1,0.888888889,1,0.888888889,0.5,0.8,0.888888889,0.666666667,0.615384615,0.4,0.615384615,0.666666667
UNI,ODRdistractor_cardinal,-0.133333333,45.06666667,0.757142857,0.909090909,1,0.785714286,0.916666667,0.916666667,0.785714286,0.733333333,0.523809524,0.909090909,0.909090909,1,1,0.666666667,1,0.916666667,0.526315789,0.407407407,0.6875,0.647058824,0.909090909
UNI,ODRdistractor_diagonal,-0.1,45.1,0.806451613,0.714285714,0.769230769,0.909090909,0.5,0.769230769,0.909090909,0.769230769,0.454545455,0.909090909,0.909090909,1,1,0.833333333,0.909090909,1,1,0.833333333,0.909090909,1,0.769230769
UNI,ODRdistractor_cardinal,0.266666667,45.46666667,0.775193798,1,1,1,1,0.833333333,1,0.416666667,0.416666667,0.833333333,0.833333333,0.833333333,1,0.454545455,0.833333333,1,1,0.555555556,1,1,1
UNI,ODRdistractor_cardinal,0.3,45.5,0.8,0.75,1,0.75,0.875,0.875,0.666666667,0.5,0.461538462,1,0.6,1,1,0.75,1,1,0.666666667,1,1,1,1
UNI,ODRdistractor_diagonal,0.333333333,45.53333333,0.909090909,0.777777778,0.777777778,1,1,1,1,0.777777778,0.875,1,1,1,1,1,1,1,0.875,0.875,0.777777778,1,0.7
UNI,ODRdistractor_cardinal,0.366666667,45.56666667,0.837078652,0.7,0.875,0.875,0.875,0.888888889,0.888888889,0.7,0.727272727,0.875,0.777777778,1,1,1,1,1,0.8,0.7,0.727272727,0.8,0.777777778
UNI,ODRdistractor_diagonal,0.5,45.7,0.804469274,0.8,0.615384615,0.7,0.5,0.777777778,0.875,1,0.875,1,1,0.875,0.875,0.875,1,0.727272727,1,1,0.777777778,0.583333333,0.875
UNI,ODRdistractor_cardinal,0.533333333,45.73333333,0.784172662,0.714285714,1,0.857142857,0.833333333,1,0.75,0.555555556,0.545454545,0.555555556,0.555555556,1,1,1,1,1,1,0.625,0.857142857,0.714285714,0.833333333
UNI,ODRdistractor_diagonal,0.566666667,45.76666667,0.888888889,1,1,0.833333333,1,1,1,1,0.545454545,1,0.75,0.833333333,1,0.857142857,1,0.833333333,1,1,0.625,1,1
UNI,ODRdistractor_cardinal,0.6,45.8,0.9,0.9,1,1,1,1,0.818181818,1,0.9,0.9,0.818181818,1,1,0.75,0.9,1,0.818181818,0.818181818,0.9,0.75,0.9
UNI,ODRdistractor_cardinal,4.933333333,50.13333333,0.893854749,1,0.888888889,0.888888889,0.888888889,0.888888889,0.727272727,0.888888889,1,0.888888889,1,1,1,1,1,1,0.727272727,0.727272727,0.8,1,0.8
UNI,ODRdistractor_cardinal,4.966666667,50.16666667,0.844827586,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.5,1,0.833333333,1,1,1,1,1,1,0.666666667,0.714285714,1,1,0.625
UNI,ODRdistractor_diagonal,5,50.2,0.964102564,1,1,0.9,1,1,1,0.9,0.9,1,1,1,1,1,0.909090909,1,0.9,1,0.9,0.909090909,1
UNI,ODRdistractor_diagonal,5.166666667,50.36666667,0.830645161,0.833333333,0.625,0.714285714,1,0.833333333,1,0.833333333,0.714285714,1,1,1,1,1,1,0.833333333,0.833333333,0.714285714,0.454545455,1,0.833333333
UNI,ODRdistractor_diagonal,5.2,50.4,0.921052632,1,0.777777778,1,1,0.875,0.777777778,1,1,1,0.875,0.875,1,0.777777778,0.875,0.875,1,1,1,1,0.875
UNI,ODRdistractor_diagonal,5.233333333,50.43333333,0.974193548,0.875,1,1,1,1,1,0.875,1,0.888888889,1,1,1,1,1,1,1,1,1,0.888888889,1
UNI,ODRdistractor_diagonal,5.266666667,50.46666667,0.937269373,1,0.928571429,0.928571429,1,1,1,0.857142857,0.764705882,1,0.928571429,0.866666667,1,1,1,1,0.866666667,0.928571429,0.857142857,1,0.928571429
UNI,ODRdistractor_cardinal,5.4,50.6,0.903225806,0.875,1,0.875,0.875,0.875,0.777777778,0.875,1,1,0.875,0.875,1,0.7,1,1,1,0.875,0.875,1,0.875
UNI,ODRdistractor_diagonal,5.433333333,50.63333333,0.941176471,1,1,1,1,1,1,0.727272727,0.8,1,1,1,1,0.888888889,1,1,0.8,0.888888889,0.888888889,1,1
UNI,ODRdistractor_diagonal,5.466666667,50.66666667,0.953608247,1,1,1,1,1,1,0.75,0.9,0.909090909,1,1,1,1,1,0.909090909,0.833333333,0.9,1,1,1
UNI,ODRdistractor_diagonal,5.5,50.7,0.980392157,1,1,1,1,1,1,0.909090909,1,1,1,1,1,0.909090909,0.833333333,1,1,1,1,1,1
UNI,ODRdistractor_cardinal,5.633333333,50.83333333,0.96,1,1,1,0.888888889,1,0.8,1,0.888888889,1,1,1,0.818181818,1,1,1,1,0.888888889,1,1,1
UNI,ODRdistractor_diagonal,5.666666667,50.86666667,0.939597315,1,1,1,0.777777778,1,1,1,0.875,1,1,0.777777778,1,0.777777778,1,1,1,1,1,1,0.777777778
UNI,ODRdistractor_diagonal,5.7,50.9,0.95890411,1,1,1,1,1,0.777777778,0.875,1,1,1,1,1,1,1,1,1,1,0.875,0.777777778,1
UNI,ODRdistractor_diagonal,5.733333333,50.93333333,0.943502825,1,0.8,1,1,1,0.75,0.9,0.888888889,1,0.888888889,0.888888889,1,1,1,1,1,1,1,0.888888889,1
UNI,ODRdistractor_diagonal,10.56666667,55.76666667,0.890243902,1,1,0.888888889,0.7,0.888888889,1,0.875,1,0.875,1,0.777777778,0.875,0.7,1,1,0.777777778,0.777777778,1,1,0.875
UNI,ODRdistractor_cardinal,10.6,55.8,0.875,1,0.875,0.875,0.636363636,1,0.777777778,0.875,0.7,0.875,1,1,1,1,1,1,1,0.7,0.777777778,1,0.777777778
UNI,ODRdistractor_cardinal,10.63333333,55.83333333,0.87431694,0.888888889,1,1,0.615384615,0.8,1,0.888888889,1,0.888888889,1,1,1,0.8,1,0.888888889,0.666666667,0.666666667,1,1,0.8
UNI,ODRdistractor_diagonal,10.76666667,55.96666667,0.939849624,0.857142857,0.857142857,0.857142857,0.875,1,1,1,0.875,0.857142857,1,1,1,0.857142857,1,1,1,1,1,0.857142857,1
UNI,ODRdistractor_cardinal,10.8,56,0.938967136,0.909090909,1,1,1,1,1,1,1,1,1,0.909090909,1,0.769230769,1,0.909090909,0.769230769,0.714285714,1,1,1
UNI,ODRdistractor_diagonal,10.83333333,56.03333333,0.967741935,1,1,1,0.9,1,1,1,1,1,1,0.9,1,1,1,0.9,1,1,1,0.818181818,0.9
UNI,ODRdistractor_cardinal,10.86666667,56.06666667,0.921052632,0.777777778,1,0.875,1,1,1,1,0.875,1,1,1,1,0.777777778,1,0.875,0.875,1,1,0.875,0.7
UNI,ODRdistractor_cardinal,11,56.2,0.914893617,1,1,0.777777778,0.875,1,1,0.857142857,0.857142857,0.875,0.857142857,1,1,0.857142857,1,0.857142857,0.875,0.875,0.857142857,1,1
UNI,ODRdistractor_diagonal,11.06666667,56.26666667,0.963157895,1,1,1,1,1,1,1,1,1,1,1,0.9,0.818181818,0.9,1,0.9,1,1,0.833333333,1
UNI,ODRdistractor_diagonal,11.1,56.3,0.979020979,1,1,0.875,1,0.875,1,1,1,1,1,1,0.875,1,1,1,1,1,1,1,1
UNI,ODRdistractor_cardinal,11.26666667,56.46666667,0.961325967,0.818181818,1,1,1,1,1,1,0.9,1,1,1,1,0.818181818,1,1,0.888888889,1,1,1,0.9
UNI,ODRdistractor_cardinal,11.3,56.5,0.948905109,1,1,0.875,1,1,1,0.875,0.875,0.857142857,1,1,1,1,1,0.857142857,1,1,1,0.875,0.857142857
UNI,ODRdistractor_cardinal,11.33333333,56.53333333,0.952380952,0.9,1,0.9,0.9,1,1,1,1,1,1,1,1,0.9,1,1,1,0.818181818,0.818181818,1,0.9
UNI,ODRdistractor_cardinal,11.46666667,56.66666667,0.952380952,1,1,1,0.9,0.9,0.9,1,1,1,0.9,0.9,1,1,1,1,0.818181818,0.9,1,1,0.9
UNI,ODRdistractor_diagonal,11.5,56.7,0.914141414,1,1,0.9,1,0.9,0.9,1,1,1,1,0.75,1,0.9,1,0.642857143,1,0.75,1,0.818181818,1
UNI,ODRdistractor_cardinal,11.53333333,56.73333333,0.975609756,1,1,0.909090909,1,0.909090909,1,1,0.909090909,1,1,1,1,1,1,1,1,1,0.909090909,1,0.909090909
UNI,ODRdistractor_diagonal,11.56666667,56.76666667,0.966183575,1,1,1,1,1,1,1,1,1,1,1,1,0.909090909,1,1,0.909090909,1,0.909090909,1,0.714285714
UNI,ODRdistractor_cardinal,11.7,56.9,0.943396226,1,1,0.833333333,1,0.833333333,1,1,1,0.833333333,1,0.833333333,1,1,0.833333333,1,0.833333333,1,1,1,1
UNI,ODRdistractor_diagonal,11.73333333,56.93333333,0.966183575,1,1,1,1,1,1,1,1,1,1,0.833333333,1,1,0.909090909,1,1,0.833333333,0.909090909,1,0.909090909
UNI,ODRdistractor_cardinal,11.76666667,56.96666667,0.956937799,0.833333333,1,1,0.909090909,1,1,1,0.909090909,1,1,1,1,0.909090909,1,1,0.833333333,1,1,0.909090909,0.909090909
UNI,ODRdistractor_diagonal,11.8,57,0.952631579,1,1,1,1,1,1,1,1,0.9,1,1,1,1,0.9,1,0.818181818,0.9,1,0.818181818,0.818181818
UNI,ODRdistractor_cardinal,16.13333333,61.33333333,0.954545455,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.666666667,1,1
UNI,ODRdistractor_cardinal,16.13333333,61.33333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UNI,ODRdistractor_cardinal,16.16666667,61.36666667,0.946745562,0.888888889,1,1,1,1,1,1,0.888888889,1,1,0.888888889,0.888888889,0.888888889,1,1,0.727272727,1,1,0.888888889,1
UNI,ODRdistractor_cardinal,16.2,61.4,0.930232558,1,0.888888889,1,1,1,0.8,0.888888889,0.888888889,1,1,1,1,0.888888889,0.888888889,0.888888889,0.8,1,1,0.888888889,0.888888889
UNI,ODRdistractor_cardinal,16.4,61.6,0.96,1,1,0.75,1,0.857142857,1,1,1,1,1,1,1,0.857142857,1,1,0.857142857,1,1,1,1
UNI,ODRdistractor_cardinal,16.46666667,61.66666667,0.929824561,1,1,1,1,1,1,0.833333333,0.714285714,1,1,1,1,0.714285714,1,1,1,0.833333333,0.714285714,1,1
UNI,ODRdistractor_diagonal,16.6,61.8,0.95890411,1,0.875,0.875,1,1,1,1,1,1,1,0.777777778,1,0.875,1,1,1,0.875,1,1,1
UNI,ODRdistractor_cardinal,16.63333333,61.83333333,0.946666667,1,1,1,1,1,1,1,0.7,1,1,1,1,0.777777778,1,1,1,1,0.875,1,0.777777778
UNI,ODRdistractor_cardinal,16.66666667,61.86666667,0.902173913,1,1,1,0.8,1,1,1,1,0.8,1,0.8,1,0.571428571,1,1,1,0.8,1,0.8,0.8
UNI,ODRdistractor_diagonal,16.7,61.9,0.967741935,1,1,1,1,1,0.857142857,1,0.75,1,1,1,1,1,0.857142857,1,1,1,1,1,1
UNI,ODRdistractor_diagonal,16.83333333,62.03333333,0.943661972,1,1,1,1,0.875,1,1,1,1,1,0.857142857,1,0.7,1,1,0.875,0.857142857,1,1,0.875
UNI,ODRdistractor_cardinal,16.86666667,62.06666667,0.927007299,1,0.857142857,0.7,0.875,1,1,1,1,1,1,0.857142857,0.875,1,1,1,0.857142857,1,1,0.777777778,1
UNI,ODRdistractor_cardinal,16.9,62.1,0.872727273,1,1,1,1,1,0.625,0.833333333,0.833333333,0.666666667,0.5,1,0.833333333,1,1,1,1,1,1,0.833333333,0.833333333
UNI,ODRdistractor_cardinal,17.06666667,62.26666667,0.947368421,1,1,1,1,1,0.818181818,0.9,1,0.9,1,1,1,0.9,0.75,1,0.9,1,0.9,1,1
UNI,ODRdistractor_diagonal,17.1,62.3,0.961538462,1,0.909090909,1,1,0.909090909,1,1,0.909090909,1,1,1,0.909090909,1,0.909090909,1,1,1,0.769230769,1,1
UNI,ODRdistractor_diagonal,17.13333333,62.33333333,0.947368421,0.9,1,1,1,1,0.9,1,0.9,1,0.9,1,1,0.818181818,1,0.9,0.818181818,1,1,1,0.9
UNI,ODRdistractor_cardinal,17.16666667,62.36666667,0.919354839,1,1,1,1,1,0.818181818,0.818181818,0.692307692,1,0.9,1,1,0.818181818,0.9,1,0.888888889,0.888888889,1,0.888888889,1
