ID,DI,DI_1,DI_2,DI_3,DI_4,DI_5,DI_6,DI_7,DI_8,DI_9,DI_10,DI_11,DI_12,DI_13,DI_14,DI_15,DI_16,DI_17,DI_18,DI_19,DI_20,weekday,mature,age
OLI,73.44503613,57.33314084,94.75246164,67.49841605,11.76088438,24.28500514,103.2677574,43.474021,30.52838445,38.4894862,66.61932949,50.24599051,11.77954686,129.8160722,68.43270224,22.16208688,155.6382509,115.2322989,52.94875068,169.9804182,154.6557186,4,-12.65753425,46.42191781
UNI,73.04665685,42.32250657,35.73506338,40.54427994,3.899398318,106.3174627,8.284079228,149.7727327,47.99169448,12.0311422,3.833290094,2.556382693,6.72896211,57.93979364,25.33830707,6.315943781,145.0216391,156.8329467,180.4947169,297.0141997,131.9585957,5,-5.884931507,38.69589041
OLI,68.05617368,161.125082,184.8995418,206.9535721,12.59880321,181.2547217,2.153281589,15.43297717,4.431111214,2.660859794,0.947425946,191.5941558,2.247671762,10.45690527,72.59992619,30.60228528,56.51477304,137.8329453,46.46670956,38.28062902,2.07009596,5,-5.490410959,53.5890411
UNI,65.91786714,2.403837138,21.6353352,37.5274164,11.62040456,0.598273975,57.68392125,10.38076641,99.21001444,13.99355031,6.284222612,193.6614117,233.3386445,101.1617708,38.72454929,253.3622427,110.4534457,26.35971496,14.54839559,79.72091262,5.688512639,6,-5.161643836,39.41917808
OLI,63.81792752,7.718365635,180.3553513,217.7802763,223.4701731,2.528534993,8.63662498,3.666654766,232.2793833,4.873161547,64.82615543,12.63830456,1.085847078,38.46089694,2.143105788,20.90768508,21.45216022,0.836432528,39.09924302,71.66054535,121.9396485,4,4.832876712,63.91232877
ROS,62.45705278,222.8989996,220.1634081,67.24632225,59.43050873,13.90844012,8.278818217,137.289952,46.57541292,126.783299,5.726405311,37.84339724,29.94252569,25.4652663,134.4961864,37.35655576,14.5937771,18.56649481,33.35093719,3.114212107,6.110136762,5,-20.28493151,45.76438356
UNI,59.8473758,29.1799629,5.812910059,7.149571617,9.112243993,87.80681117,123.9278069,81.6237804,111.9430392,5.104857381,35.34137927,3.994624208,21.52584988,15.15976084,34.75550884,1.732705611,18.4560773,132.283768,180.7057149,66.53053906,224.8006045,4,-5.917808219,38.6630137
UNI,57.80026557,38.92952254,31.07996842,21.14989082,209.85127,15.15852222,14.34097007,404.0866676,3.083475509,34.24628859,1.36677631,9.66889868,0.372022531,25.96404288,23.91506983,43.53778968,56.86420718,23.48817189,20.63863279,14.60225467,163.6608691,4,4.898630137,49.47945205
PIC,50.74731861,168.8958792,3.190416858,10.23386709,110.3519092,38.11525446,72.25623391,100.9965778,8.99089064,9.238110763,14.61750414,57.60147272,74.53702586,63.18746188,48.24456895,40.21703644,16.20072511,55.12221505,43.47967331,69.16836397,10.30118494,4,-14.33424658,63.22191781
OLI,50.0432095,125.022653,102.4502201,134.3485397,7.301037829,10.0005365,3.774876292,22.34588723,26.30360421,26.1014535,1.786047424,70.7703725,98.45262159,90.01047577,2.637710533,2.191601044,139.4219892,20.95532519,69.22687167,40.49125829,7.271108418,4,-12.42739726,46.65205479
UNI,48.81565445,1.349483974,168.2995309,2.280593461,20.02527898,4.09767216,102.1662616,42.34627809,78.04903184,18.47936609,17.28356632,14.98402053,22.58127322,93.99068435,9.123208276,29.60510279,122.8357012,19.36262257,172.4272245,14.12561616,22.90057199,4,-4.767123288,39.81369863
UNI,48.57364858,21.27131669,104.3564713,17.87136669,48.29950204,128.4589605,6.782799893,9.859200062,53.78108202,4.377800827,6.305100963,3.602296726,5.375144186,25.37351966,117.7057883,3.9199406,29.4490918,128.918483,3.678206495,232.3114281,19.77547177,2,-5.063013699,39.51780822
ROS,48.23634807,50.512829,14.1589349,19.38215881,14.59275021,37.17151588,49.56519284,48.18522249,133.6220154,263.2786823,52.0524729,4.265586081,20.87322594,5.338415791,20.18002672,3.631156185,23.47472628,14.84000194,12.01434236,135.9579511,41.62975427,6,-20.25205479,45.79726027
UNI,42.91049706,2.760604302,18.66216447,7.814963092,6.829380682,1.083326184,16.4265835,10.86550021,46.56351942,12.7402442,12.55744727,0.503774779,0.829539293,12.35171611,3.600869304,0.917847525,176.7461089,276.4262457,123.5921144,7.274575416,119.6634165,4,-0.394520548,44.18630137
OLI,42.55692083,53.59467322,39.59221348,65.3760631,6.280498704,22.47314586,31.97521329,38.44047238,17.82812677,3.710931627,17.02692356,1.409781913,2.550426643,15.52176496,1.695302329,11.19504414,50.7543467,242.9176213,185.6120347,19.04923351,24.13459834,4,-5.523287671,53.55616438
UNI,41.82593693,7.184139413,6.626083064,4.884315615,8.88804139,2.105147233,2.838788503,7.151610895,6.432133356,3.295226119,20.79583663,3.577422063,13.51331108,90.85811672,11.61548486,21.33657676,36.27744002,186.7522219,161.4419166,140.3146449,100.6302815,4,-0.164383562,44.41643836
UNI,41.34901448,5.49192967,4.97636206,0.994216474,3.949497428,8.42743375,35.29047404,200.011065,17.44656463,3.595860769,20.1000032,10.65675044,19.51229054,151.7683769,6.331385172,30.46559356,2.736651287,244.7823402,33.25506682,6.422940939,20.76548664,4,-5.457534247,39.12328767
UNI,41.13832443,4.46049355,5.448677123,6.268388601,3.708589362,6.536878313,3.704849846,4.600390707,143.994296,4.755069921,38.94414004,139.1308639,31.57741907,35.24064508,3.785811619,20.40558526,2.158535719,2.337169878,186.7079103,170.7021572,8.298617178,5,-5.194520548,39.38630137
UNI,40.39564105,7.246212634,2.430211205,53.2304165,2.310353774,1.298525212,167.4718877,32.14995474,177.9435922,9.434391207,22.99026675,180.5298286,33.63016548,59.73721607,2.77271609,2.907761869,6.411197341,2.93807129,26.44739522,14.50926394,1.523393162,5,-4.734246575,39.84657534
ROS,40.00243904,2.019760242,1.77880883,12.09505463,58.16601511,17.86918482,20.34971837,6.229956232,112.0662863,166.3076237,42.58455684,8.47274288,31.45561661,5.566608925,2.028206415,11.99147365,137.8906663,49.76711916,79.71789632,28.52215455,5.169330941,6,-17.72054795,48.32876712
ROS,39.0043302,138.107554,7.534671077,95.20102489,4.274034222,32.48260826,6.967125696,111.6350632,126.0249426,21.48644348,9.635653097,3.548137652,31.65196387,61.74881893,5.965137431,33.4219023,46.54613606,10.36653787,10.07509628,11.15839322,12.25535991,4,-13.64383562,52.40547945
OLI,38.67689852,7.393769468,7.768687519,3.940179907,9.126910817,22.69197954,45.71686746,188.1709306,135.6616737,50.40387105,145.6621069,2.717846897,3.377524139,4.656115365,23.44118472,2.513045456,4.456288395,19.74540966,67.66241242,2.11306147,26.31810494,5,-12.39452055,46.68493151
OLI,38.45246455,8.895949663,9.718240966,21.70107707,2.75345771,6.32181194,71.36336159,2.787479314,165.1555747,27.77869088,1.045129455,24.89621007,10.1472638,114.39138,27.23803033,105.8133414,4.602642406,12.91090959,130.2331143,14.37868339,6.916942475,6,-12.59178082,46.48767123
PIC,37.8878132,23.60252996,33.96177431,71.51110519,4.720365206,5.470903305,8.832160154,6.15896093,74.26219021,53.56101141,4.765689797,5.436039445,278.2693403,24.93042445,20.55778545,19.78527441,11.63513935,19.14965607,45.35496183,13.11593325,32.6750189,5,-24.42739726,53.12876712
UNI,37.8080247,97.86578241,56.36680926,41.29272409,138.6902404,50.79548734,2.377079153,50.61276805,84.1764937,5.049193014,4.320476963,2.879215866,2.173780499,15.50593439,2.519946341,3.801678617,70.09166404,83.86154077,20.95261671,20.84822201,1.978840451,6,-5.852054795,38.72876712
UNI,37.78863936,12.33994749,2.404000217,3.886656078,17.33103556,2.930524779,33.2303233,10.34258157,85.11545815,10.30150616,17.40092654,1.441120128,3.513477799,61.57907734,1.650188498,10.72841742,104.1329941,226.7236624,85.10657829,60.23324237,5.381069066,5,-0.131506849,44.44931507
OLI,37.51161299,20.32398497,8.947057429,41.03704662,147.6010684,93.61556948,42.6236682,14.71441801,72.23202119,4.21094502,7.795098969,4.2677525,2.895577308,1.865993504,1.355382054,4.21769304,53.14463893,149.3437641,21.84733952,12.26821637,45.92502423,4,-10.58630137,48.49315068
UNI,37.42093712,0.49476767,14.11728505,4.60380071,0.916697117,1.700702013,10.83683431,4.61801711,54.49198162,15.54352936,7.54740314,111.0872174,127.3450377,93.96002362,7.657161847,6.283135936,20.46547401,110.5182828,121.298211,16.14014053,18.79303932,5,-4.964383562,39.61643836
UNI,37.16818958,51.00369635,4.862433862,2.922920371,18.58856905,3.476151783,121.971496,77.58255327,75.22565315,55.58851741,60.69578829,30.59026484,15.21507238,102.3228497,1.280075185,22.4697604,31.69349155,8.998771392,5.097234012,49.04995299,4.728539581,6,-4.701369863,39.87945205
OLI,37.07097726,96.78435589,16.7136678,134.2057659,58.62786426,54.1032081,2.954080755,3.554169438,5.503698861,3.800881961,32.54003103,16.2151678,17.66004189,28.5571071,2.450921979,67.49719726,3.927770482,176.1599462,12.18837256,3.128837404,4.846458588,5,-11.93424658,47.14520548
UNI,37.03110937,5.260140211,6.88242941,1.473735326,1.072695719,56.16713147,110.7318312,12.66915656,125.526893,8.283646619,83.81851666,5.126974413,17.02758613,43.43544784,4.199939171,25.81742398,2.347408938,192.1376718,9.529651174,8.002410577,21.11149717,5,-5.424657534,39.15616438
ROS,35.86541804,7.318257555,14.36695268,14.5500491,8.892432003,7.137165425,9.780486016,4.185022619,78.38850277,78.50921125,4.038179803,12.87475244,38.50480158,131.6189124,55.41495369,52.43852755,136.1570393,27.45650985,15.44655393,14.5166139,5.71343694,5,-17.29315068,48.75616438
PIC,35.44731672,27.91472219,34.28562345,7.781927338,45.83300208,37.48957844,3.454475189,5.815370559,34.69343823,48.00537474,32.85560228,195.3379247,33.89813593,51.14495282,35.48348514,65.29592958,2.123947468,14.78387219,13.45258632,4.912599596,14.3837862,5,-24.19726027,53.35890411
ROS,33.79217105,13.09320801,2.190879503,19.5015716,25.75257976,45.54177836,45.25004786,112.0061998,96.56265964,14.05989523,15.409653,19.36075824,3.214059381,29.07322368,8.131259017,11.00621014,22.39448585,9.678591692,113.3748461,29.42361419,40.81790004,4,-19.85753425,46.19178082
OLI,32.38775716,4.753889786,17.38425357,5.22748782,4.439621723,11.14814871,57.9451891,36.38063514,26.66237325,6.187659287,106.9395896,1.461427222,53.91510446,12.08323506,85.9155175,2.174469678,74.86504003,62.47355235,8.894615376,1.972835084,66.93049857,6,-10.75068493,48.32876712
UNI,32.07184861,10.78901652,1.406234488,4.657074896,1.334891842,27.00728852,102.5688634,92.10056185,69.49790963,9.687496756,46.29033755,9.271815829,70.15537373,69.55631702,0.228901977,8.286050961,11.13011576,17.76741065,73.1597285,1.684309268,14.85727299,4,-4.536986301,40.04383562
UNI,31.92408662,18.55472101,0.634483653,11.62908408,18.40806461,1.806910276,231.3925396,174.7063592,25.37036784,10.90659042,84.68717318,3.707148895,2.11176887,17.19506736,2.455241687,2.798669795,8.247502527,3.029833817,3.938179984,12.95470983,3.947315804,4,0.295890411,44.87671233
UNI,31.84902919,1.947564784,133.1661344,2.120718676,3.472826606,19.0918044,16.51962356,3.319028251,2.453384485,1.73802283,147.5959626,16.37562748,4.116609204,23.62511883,38.98219976,43.04256199,3.829256451,1.889556369,3.445044111,1.275516356,168.9740227,4,5.128767123,49.70958904
OLI,31.65367481,3.51180576,2.015928639,0.421715516,0.841387481,1.574158805,0.727348383,1.579601319,1.504302246,16.44514925,0.987148301,12.144022,98.47887895,130.3190434,2.912612732,0.881637435,38.30024342,225.2812092,83.83345522,1.220461546,10.0933866,4,5.523287671,64.60273973
OLI,31.0412433,70.89382635,0.708549791,10.47966579,12.98937822,4.550016926,1.806199067,0,0.599012766,75.52318457,21.16119764,92.03435628,2.788539882,4.449982345,2.540483181,3.197960802,33.13191719,142.897087,23.12354657,73.31575154,44.63421015,4,-10.35616438,48.72328767
UNI,30.60294552,3.563645677,4.673699166,3.922635087,4.049884224,2.92078762,60.74016007,222.854163,116.4150466,12.12754832,4.199800004,26.27538985,19.52471386,29.96215156,11.39710365,10.97075217,60.87530711,6.879905173,7.234505226,1.285864293,2.185847672,6,-5.391780822,39.1890411
UNI,30.03942249,5.58228563,44.49807571,1.536300612,3.971629262,3.562003193,5.967727645,14.04312697,2.983219464,3.520149926,4.099554602,2.807666726,15.41355542,227.9459014,244.5890652,2.173608705,1.222896511,1.644665581,1.142503122,1.896884341,12.18762977,6,5.424657534,50.00547945
UNI,29.30991987,18.79833536,9.249438697,10.41017065,20.5117082,7.837890898,3.706294787,55.96724345,20.82112753,18.41411067,2.639285645,142.9075274,2.548031537,21.00506455,54.13018204,7.232645533,4.387777151,0.872923315,18.43473967,11.0904259,155.2334744,6,-4.471232877,40.10958904
UNI,29.20378141,6.364107645,6.70715176,43.48169968,31.3306073,6.117915555,7.941671352,48.44220259,0.670547589,46.89155423,4.596153581,42.87662976,29.59353749,87.2646988,2.622151015,4.861197765,167.6005801,4.879285594,5.538327417,16.44987394,19.84573514,4,10.42191781,55.00273973
OLI,28.62927427,7.4264263,103.1816626,55.46883738,63.13447148,22.14796024,52.06537681,34.70144421,38.54559445,14.48773505,3.574820153,3.403802194,1.815985414,10.66205102,4.393958257,1.447819569,37.75900638,4.010079124,80.97443956,25.72699701,7.657018307,6,-10.29041096,48.7890411
PIC,28.53546219,44.08582139,139.1857252,155.1723617,17.88588448,20.69349822,10.65128595,14.06115023,7.290091317,15.37332373,7.517497742,7.562741936,32.1417788,3.86478908,6.348134843,6.040072748,9.444375413,10.08914248,19.10996377,27.79974062,16.39186406,5,-24.65753425,52.89863014
UNI,27.94832648,32.35428701,3.318333755,1.559295281,97.23582488,17.68155674,44.14200042,15.37504317,68.76958156,2.929237944,69.97990996,3.837111374,84.16215767,8.667745942,2.809752797,25.93212002,23.78662264,27.97948578,5.716864945,3.667963839,19.06163393,6,10.48767123,55.06849315
UNI,27.87054137,36.64520087,1.153778551,16.00438167,0.691425211,2.205484632,4.442344351,5.949283143,194.5209121,23.01033574,8.20404107,3.748699721,161.1369935,17.34869483,2.254884832,4.561416673,2.875657856,3.85190012,3.027531048,9.624345278,56.15351621,5,11.14520548,55.7260274
PIC,27.79322671,23.15178581,5.590597793,2.646495902,3.316128407,74.30363124,16.65603301,5.630090644,3.010313248,166.8924891,5.82964733,5.159253688,117.0869713,14.51921605,22.25138582,5.242343535,4.551257077,24.78272662,4.436609741,7.390597033,43.4169608,5,-29.95068493,47.60547945
OLI,27.50663288,47.70584805,14.15913925,8.509517901,17.46920897,19.6644219,193.2409687,36.23417025,102.962304,12.73039053,6.624877201,2.140668566,3.627586066,10.31441327,1.00530113,2.777916797,5.901022134,4.245619082,2.659727101,22.96976571,35.18979091,4,-11.96712329,47.11232877
ROS,27.13097003,18.64527248,3.582652111,23.09841347,22.15836466,80.02925511,39.09163411,18.4540241,3.682620013,3.591066177,6.273084757,2.175225657,2.242861847,8.669020918,22.97877151,29.07397424,1.866498387,1.173225278,14.70644701,47.16319708,193.9637917,4,-8.350684932,57.69863014
UNI,26.60758189,1.990577578,4.559222394,3.342795909,27.91920136,50.97184093,6.034286194,3.72104304,11.05797793,5.507376137,5.247212976,6.70704949,7.243307456,37.83091116,1.385815904,105.5057224,8.854001557,166.7335056,51.74425793,4.242750053,21.5527819,6,16.24109589,60.82191781
UNI,26.58676819,6.442363678,2.669718252,0.247609085,0,1.466977368,3.531162479,76.70203659,156.3982853,3.91259596,0,1.47652607,1.626081136,19.4759576,22.20677101,9.331396405,47.96057508,0,57.88818077,2.215383814,118.1837432,4,-5.22739726,39.35342466
ROS,26.18733817,2.146632087,2.616536481,1.771358447,5.62648933,48.09383164,178.7267584,4.920986542,5.128780071,28.22488208,57.47829079,5.803950253,81.75408143,71.51842462,2.60214543,5.200487731,1.564785796,2.210255654,14.76979315,2.081135488,1.507158089,6,-17.26027397,48.7890411
OLI,25.99630349,8.970351038,6.987144302,7.526851303,41.36934111,10.97693322,28.46448151,71.91061639,118.1492078,49.71635408,31.44897438,1.928272037,2.393510789,46.33359738,39.40177918,3.717200952,6.009890941,29.88136279,3.112805107,4.372615905,7.254779686,6,-12.36164384,46.71780822
PIC,25.47887529,14.767423,2.805508035,52.78529345,96.4422549,12.02623019,0.829970055,2.768100132,63.23223992,57.28033566,4.659607686,36.83122006,76.23436126,26.3701459,0.981787804,1.728978918,23.6548413,6.007014798,5.272278591,3.562776381,21.33713771,5,-14.53150685,63.02465753
ROS,25.4088635,1.134257742,2.382368403,1.268556374,2.083540965,1.549910471,28.54156327,95.15965597,22.4611949,2.335684747,5.917454069,36.62847015,9.751532119,28.75933542,12.20719976,5.630824142,51.6948242,22.32952719,27.90266802,5.96178127,144.4769208,4,-17.3260274,48.72328767
ROS,25.28862799,3.405461048,3.881491662,20.08581652,56.50844029,4.252498361,11.98005772,42.76412541,81.2511419,45.18483007,11.17265871,3.059329182,1.439965793,32.37473495,2.684289151,4.985471242,65.7913551,10.52710963,7.925474614,90.09813351,6.400174916,4,-20.08767123,45.96164384
UNI,25.27086252,32.3195938,6.598656604,2.218253036,5.522676289,11.4079747,20.28643043,25.4090975,71.32963436,11.61687716,20.07461331,19.19546365,3.190725985,12.31415205,1.825257082,2.169928845,15.99895996,104.7042467,61.55649203,31.08985875,46.58835805,6,0.361643836,44.94246575
OLI,25.21432811,68.22781395,9.198788322,15.73049621,10.60442633,3.60963159,99.39485873,32.46301578,16.57494103,3.319178864,23.03233985,28.0488601,85.997841,35.05359194,31.61165904,2.534215332,5.227595151,21.70216665,2.212572922,2.11287995,7.629689558,5,-10.32328767,48.75616438
UNI,24.41127517,2.040055414,60.34451956,1.631110758,1.880332738,41.67016219,211.6847821,15.03024391,7.263642283,2.857813036,18.0708815,23.37491626,8.592114572,2.325517868,1.075292421,2.64154452,0.804224754,15.34545858,9.767361871,11.98802409,49.83750489,6,5.654794521,50.23561644
PIC,24.19002404,9.961363267,13.62694852,6.144506973,8.214374969,4.923317373,15.3337316,7.694970642,9.531353079,2.021390417,70.43356013,16.02446706,100.6640295,19.96978736,5.731007973,2.262020885,1.025770454,43.1089122,120.4276149,4.91127342,21.7900802,4,-30.90410959,46.65205479
OLI,24.13176188,29.96188959,27.47528257,19.79682041,27.83194669,8.119759714,1.837877039,31.31441619,10.7768827,76.55542158,13.48223903,18.24013849,3.320495947,44.47845047,3.74516806,3.430007551,64.2177345,59.50211043,2.920425235,21.91445822,13.71371321,5,-10.55342466,48.5260274
OLI,23.94224951,20.07217525,1.308215004,1.229180782,2.26156036,3.497137076,20.10318286,53.71275702,105.8180285,88.70101766,99.00512152,1.857516794,2.319359986,2.602797596,21.02968667,26.03338343,3.859586926,5.614010865,10.42380787,6.601088818,2.795375294,4,10.35616438,69.43561644
OLI,23.91037516,91.15171482,45.64247186,91.69179469,2.366736817,5.23950518,4.5225837,10.53193365,28.07268071,6.791059899,8.908597843,3.990255877,23.96635702,32.93211484,2.014456735,3.708115064,67.30164293,4.843501229,8.935966568,27.80821793,7.787795795,4,-5.063013699,54.01643836
OLI,23.70514618,25.47031586,29.02421641,50.79675278,0.417707013,17.30690797,0.92107151,1.750125512,0.627293362,15.58053136,1.219371034,2.724445866,1.093937226,66.34295285,0.299267923,3.546335026,78.90106412,30.75363202,140.439142,1.736181879,5.151671842,2,-5.589041096,53.49041096
UNI,23.5644498,2.308038525,88.39243351,22.53598296,8.277447719,0.888691437,29.86791335,35.25543828,29.50771973,17.47085446,3.282360674,3.288639593,31.22336459,16.42870725,1.297600574,2.318861313,33.71352713,43.63159682,80.9516969,5.388620541,15.25950062,5,10.45479452,55.03561644
UNI,23.42593692,47.01718043,3.711826714,4.618567586,5.154290843,7.754083563,30.96221554,100.5598073,63.90525062,12.44001572,34.08217199,7.841624855,3.297285168,2.200763562,2.146193303,3.05206357,5.994518498,71.64317892,28.94864236,30.32446825,2.864589567,4,0.526027397,45.10684932
OLI,23.42104201,79.33104674,42.50446332,11.57207667,1.226703095,4.652799457,2.026250941,112.283997,8.063034482,2.198944004,0.984474248,1.378095289,0.928389145,0.612551423,0.660100738,113.4086251,9.698519981,21.50253992,46.00129234,8.372822921,1.014113374,5,4.865753425,63.94520548
PIC,23.33456285,11.09777619,4.517471039,8.498991165,38.62171504,223.902107,8.04680998,62.02356449,10.35158964,7.114778401,7.824383853,4.229517254,1.929746141,9.407236611,7.014686773,7.171711099,12.91017055,18.7990492,1.397295721,12.03061749,9.802039439,5,-19.59452055,57.96164384
OLI,23.26484514,39.17140994,8.982814418,4.550768441,16.52296295,57.3848157,4.063428661,18.72250414,38.01449351,4.010709249,6.994276658,1.892090222,1.41861307,5.959449699,68.63743381,1.841410618,100.6078148,25.13817551,35.00554339,8.357330295,18.02085784,6,-10.52054795,48.55890411
PIC,22.48520195,5.097970194,34.53932957,70.01245829,5.166617389,45.83013107,5.945817397,4.592407312,42.64703796,4.829629197,17.78805448,4.281216774,27.29368311,76.95067333,43.48979919,9.613125856,11.35454125,29.78195758,7.059407621,1.070780233,2.359401241,4,-19.39726027,58.15890411
UNI,22.38288737,0.9170547,6.494097123,3.495946979,3.243241026,50.65970557,4.376621741,4.739706109,7.804980399,13.52979333,3.367082305,0.944985227,1.94656699,5.074061807,4.038134876,2.911635312,130.2868496,88.50137978,58.52837815,15.84989029,40.94763601,5,-0.361643836,44.21917808
OLI,22.36985397,44.25819355,73.63957176,17.36186599,11.38645559,11.71382954,6.311063897,19.9804856,14.25488056,2.143611892,14.02330472,0.841299664,3.930174685,1.27570784,0.908351307,12.53275887,127.4672496,56.13032859,3.872897428,5.923801441,19.44124683,4,-5.293150685,53.78630137
PIC,21.94014789,150.1795409,8.61043537,9.334775539,4.355288614,54.45411951,3.498694957,0.455637189,1.708525524,107.2689082,60.54621962,3.107661079,4.546996412,3.805387538,2.906687335,2.076108092,8.490935434,2.90152454,3.13972753,4.234103086,3.181681285,4,-30.21369863,47.34246575
ROS,21.6992676,118.2855726,13.01165267,2.243617677,1.723658264,37.47839165,3.822999526,11.01056656,4.672639216,1.692442039,38.88016656,8.044275568,5.189111876,1.839129503,2.522997469,4.204853951,90.53766243,3.226335615,11.74978275,21.42195234,52.42754384,6,-8.975342466,57.0739726
UNI,21.67138966,15.00146115,2.284655646,34.57310374,30.3988295,1.148955892,3.812204014,5.526849288,36.18779426,1.568410342,2.050176435,3.628518035,2.002669984,139.0046572,61.91521813,32.18399249,32.99201227,4.021318405,4.832930696,4.052890915,16.24114493,6,10.71780822,55.29863014
OLI,21.29283582,33.99197626,6.086802362,14.89718979,4.521222958,12.55436151,5.707982906,93.2850813,18.20120919,4.682903444,10.04944389,2.202597589,14.14191828,0.837457932,1.355192036,3.33971249,174.3056552,2.813557366,12.97345919,6.811561763,3.097430905,6,-5.457534247,53.62191781
ROS,21.09670301,12.11134126,20.55781046,15.17099166,20.32500742,53.14916262,4.783576491,32.3810557,41.57064529,33.70969909,38.77461419,4.620336217,25.43522921,21.83406593,4.847160273,5.954836195,0.942861788,11.36098807,55.26585038,2.860107779,16.27872018,4,-20.54794521,45.50136986
ROS,20.74557357,2.801068425,2.438929167,6.933453461,3.67632493,13.47904336,5.875772035,5.477650753,3.306278017,13.7702009,1.563170398,76.67954844,130.7925291,62.51522735,2.709327667,2.373269391,1.881928083,6.377477502,33.90562267,2.84695851,35.50769121,7,-12.85479452,53.19452055
