ID,DI,DI_1,DI_2,DI_3,DI_4,DI_5,DI_6,DI_7,DI_8,DI_9,DI_10,DI_11,DI_12,DI_13,DI_14,DI_15,DI_16,DI_17,DI_18,DI_19,DI_20,weekday,mature,age
OLI,20.55407467,127.2380756,20.57387508,55.85552343,3.351560439,3.201773891,1.812652055,2.064885968,1.717043901,1.774970003,1.664385361,2.62118863,37.2152018,5.173497688,3.849554442,16.29016849,64.73224598,29.16741438,21.90056757,4.592883935,6.284024852,6,-0.394520548,58.68493151
UNI,19.85703479,5.740357489,7.158778195,4.076311611,34.29278472,39.55251892,68.16755813,33.50835306,55.25581415,47.64402077,29.60599905,4.806132451,3.353779806,11.97193202,5.670572465,25.54131248,1.376075667,4.803203639,1.854960419,3.828206164,8.93202448,6,-0.098630137,44.48219178
ROS,19.81903564,7.235926597,22.69750915,24.3172512,10.97544581,25.27548544,82.74781819,16.67890112,5.617355694,28.55655823,54.63705365,9.295104594,4.433996887,4.371628078,11.04219368,3.260717934,51.9983527,3.041816487,15.98537566,1.493739771,12.71848198,4,-13.41369863,52.63561644
ROS,19.81223067,5.39570117,32.8814745,10.96450809,11.94120141,6.194985023,10.70597651,3.469599919,30.79039986,7.089786572,6.851013574,2.703014353,4.194672427,8.700757533,66.98356863,2.618965126,51.79668773,5.336889819,37.7454366,23.33951349,66.54046097,6,-20.48219178,45.56712329
ROS,19.57790322,2.683290581,3.460500308,8.531919172,3.803783891,1.948961652,5.674163982,7.523529604,10.30026161,11.53247674,25.89396602,8.768852893,6.268089626,86.54182295,2.738599043,2.237352451,68.22409514,71.99136001,11.39584994,15.75082712,36.28836168,5,-19.82465753,46.22465753
PIC,19.57010109,36.13821547,24.40670749,9.425866549,31.71282299,33.6462552,7.151191634,57.47284958,47.4250079,7.039108003,48.58708618,3.164134037,10.29763221,28.67285723,3.03229598,1.703752746,9.455458113,6.098430087,10.72013854,11.31832134,3.933890458,6,-23.93424658,53.62191781
PIC,19.53750941,26.85931819,37.07715793,19.75508808,97.03587953,16.78683963,4.586915077,9.442628536,11.60815274,34.7816373,3.248007482,4.607776892,67.05298425,6.780461824,1.934215002,21.81403378,7.224710646,7.059252434,6.999552332,3.467477525,2.628099058,5,-19.36438356,58.19178082
UNI,19.46156619,1.162437184,2.288410129,1.636713951,2.997977224,2.078283684,29.50876716,44.63634287,45.2422431,28.26216943,2.041252287,32.16049891,34.78881368,4.175191128,4.174059236,4.17456101,1.423064009,35.85382334,50.18572607,3.16850288,59.27248659,4,11.57260274,56.15342466
OLI,19.21655701,46.00517105,72.51028006,4.801177021,3.43907945,15.99728203,22.2302433,9.435337763,75.53873493,7.43507521,3.490898428,8.390771409,2.942076979,50.55588066,1.035053347,0.946503575,14.84284437,2.387846633,11.33294054,0.757253468,30.25669008,5,-5.260273973,53.81917808
UNI,19.18850583,38.94818671,4.155012087,3.009310587,35.54523235,4.087967211,12.49456836,3.415855302,4.381664293,5.186651395,4.22351696,12.87956825,2.191052552,8.103795099,2.477708864,132.7599701,12.94350715,80.01636392,0.95058238,13.35716315,2.642439908,4,11.34246575,55.92328767
UNI,19.01069465,15.78068091,1.048434453,18.68548864,1.394648747,1.71766413,3.471440453,4.958742326,5.148064157,0.446719583,2.371481989,7.990137235,15.22059415,36.25064721,1.978487706,13.38699756,26.74371742,210.5400719,8.534901211,1.603595559,2.941377706,4,10.65205479,55.23287671
OLI,18.93488839,15.77264042,8.090236383,99.27509579,11.03917396,42.24904987,4.252198715,3.62271289,4.837146617,1.977957151,3.896725677,67.68161276,12.22799995,37.7673215,2.888810286,13.41408376,34.32063266,2.233809782,6.380068073,3.210067164,3.560424376,6,-11.90136986,47.17808219
UNI,18.88999761,24.59818167,26.4245976,5.044039323,14.9634215,5.689581177,2.369618123,137.7945235,6.495463579,3.510967155,5.498733156,1.44283171,2.039409543,2.769998024,2.43660213,1.158033815,15.38460623,2.328067998,65.57972023,1.646229108,50.6253267,5,0.328767123,44.90958904
OLI,18.88898562,30.66565972,18.17355887,58.80405356,71.05504208,2.231311795,9.899710626,61.82383418,7.045946463,9.463093205,15.14969196,2.511979361,13.11344644,1.957354723,15.06761387,3.243385237,0.866773383,1.913439397,2.789701078,50.98137753,1.022738851,4,10.1260274,69.20547945
PIC,18.78707444,2.634817314,36.37454219,4.059486501,27.59963485,92.35770387,10.73493894,10.04613085,11.24970217,6.535000387,49.34641873,41.94539705,45.02097001,7.703093806,3.186408325,5.754467159,4.056631781,1.773177926,4.452739858,3.238665215,7.671561823,6,-14.95890411,62.59726027
ROS,18.63982573,7.893866267,9.990707981,8.838532928,4.655283251,2.939638393,11.22803366,28.49349499,39.45951702,5.983973797,86.29912302,14.88268723,9.502444501,73.48280999,7.244208405,10.49840284,14.38385535,13.47446231,12.77318982,6.614506634,4.157776144,4,-18.70684932,47.34246575
OLI,18.55992449,1.036402028,27.54255169,2.08479054,8.671868004,2.083083859,2.422026658,2.374064579,2.488714872,21.62904724,3.430542443,5.595468146,5.464124771,7.965164119,89.3713239,18.66805218,17.89254518,98.11000085,15.75493866,4.020766571,34.59301346,4,9.895890411,68.97534247
PIC,18.44672156,6.857219618,18.3958274,3.865225897,82.61655445,27.54956114,4.260500101,26.58921161,1.542017801,55.34483493,28.78335547,25.48877103,1.605454413,24.00227936,2.000215386,16.49831427,2.192857261,4.297126364,23.55402193,0.437327812,13.05375489,4,-29.75342466,47.80273973
PIC,18.38556442,10.86941459,3.00028103,1.957473326,84.24240633,52.56677904,11.40448422,5.593615337,9.889610649,46.9792338,4.462890121,3.934482497,33.58854778,29.19862384,3.472042231,24.15857162,1.327932703,4.722673163,5.181221403,5.075174165,26.08583065,6,-14.49863014,63.05753425
UNI,17.85774969,4.34684028,3.0605331,3.426255938,22.08748401,3.597430614,2.979903769,2.558959748,4.273058773,1.993187479,3.450562929,1.404393017,108.6834524,75.01137385,8.421066622,3.350824683,53.3135703,1.53042823,1.548408444,49.9945758,2.12268383,5,10.91506849,55.49589041
UNI,17.70085755,2.429499274,3.648404716,42.95091555,1.980978555,15.80134038,4.718052651,65.25875289,34.84043064,4.474399313,4.789162004,39.81463119,2.990772628,34.6543248,2.634566373,60.96991911,15.32929203,1.696534761,3.37205566,9.995211883,1.667906522,4,16.17534247,60.75616438
PIC,17.62006166,23.99350493,20.66600562,11.97084816,18.88044616,111.6680081,9.06006872,8.222495921,43.66160266,3.527763918,11.39058936,4.147918116,4.574082303,6.870272746,3.820794559,3.577078738,24.63441123,13.19338154,11.06418394,7.205181996,10.27259441,6,-24.62465753,52.93150685
PIC,17.36156066,8.300780863,68.16079903,15.17562674,11.04476928,6.47193281,11.14328177,6.773137808,1.637485499,3.554939027,68.79254508,5.381223829,3.09837859,15.20187343,6.519967777,40.4040033,26.46810672,18.66066053,10.91811131,10.3907927,9.132797042,6,-14.03835616,63.51780822
UNI,17.30717628,2.376557048,1.211962795,3.953986216,5.490813081,1.575947747,2.734325253,96.10019621,9.557039643,1.467684511,4.067713824,2.532040983,3.022414725,14.10304949,4.750955954,75.2244546,78.23681286,22.0878116,12.01852203,3.269419888,2.361817158,4,5.35890411,49.93972603
OLI,17.14832958,27.48431475,133.0174791,2.984134154,10.39987255,5.88194481,23.03071735,0.599430856,0.793431019,0.960808464,1.55240563,1.132368598,7.343490763,14.05521111,5.542925323,12.5666005,2.453650527,3.746773452,47.19339598,3.063077616,39.16455901,6,4.898630137,63.97808219
PIC,17.13113108,6.008227044,2.533280782,3.596318852,17.86873451,134.2580255,15.79722798,4.55297086,48.42969787,5.239713893,7.126587555,1.74662776,3.463287697,15.4061007,4.027356598,31.42844503,2.144715034,10.36661764,2.801934562,7.370603608,18.456148,6,-18.87123288,58.68493151
UNI,17.12009956,95.42200158,2.675396399,2.681718479,2.852686595,2.709087544,38.79548317,26.87137224,6.199205971,3.105915313,2.696408784,4.692577811,1.127307464,18.83925572,29.54216435,51.4349197,45.53520425,1.788973001,2.037012186,1.556991346,1.838309325,5,16.89863014,61.47945205
PIC,17.03507484,18.90505047,6.480383429,2.250690514,2.986008769,8.763121791,61.96243089,7.437521971,5.461325347,13.56898862,46.56057752,3.780555042,24.80914015,6.13182981,16.18720687,26.37637853,35.28327761,12.42726649,14.18941683,9.117664555,18.02266161,4,-18.9369863,58.61917808
UNI,16.87871137,3.142219051,195.4509036,4.577809839,7.815810637,3.592849575,9.75268003,7.472622439,5.696464927,1.526211549,9.205515741,5.186594669,19.91839127,30.58315566,2.891655205,5.112105797,4.647841613,4.857278745,8.242775428,2.870869119,5.030472366,6,10.94794521,55.52876712
PIC,16.7929638,17.66738348,3.144748445,114.7372778,23.05229563,25.75828133,1.374562195,2.934777975,8.257749126,7.33998502,2.740048374,5.560928482,3.149486629,5.715951605,30.48105336,18.57714935,4.36310958,48.56716401,2.992677529,3.132976661,6.311669402,6,-24.16438356,53.39178082
ROS,16.62028456,3.355002141,6.742876893,4.962881152,16.88434815,16.42177373,18.91287035,37.79386469,10.26597749,39.7085109,23.20071719,3.399328764,3.693376649,41.58231256,4.628717874,1.453828556,36.55612839,35.41293816,1.169850156,10.99315837,15.26722899,6,-20.02191781,46.02739726
OLI,16.41429395,3.610657109,49.68355768,2.203098588,8.237592227,2.249577623,2.450964929,11.17082953,17.92626771,11.89394111,4.90732057,45.65374288,0.76609062,98.79444813,10.27679804,1.447596575,22.00589946,17.39993533,10.17277949,2.747056605,4.687724764,6,-0.624657534,58.45479452
ROS,16.33043645,181.3811689,3.40690023,2.312832794,1.487840423,1.763625493,52.29590558,3.21650602,3.448755274,5.250657902,1.013280061,9.610066736,16.14468084,4.294209401,4.630112872,2.59490821,1.489966349,12.07846079,8.244269371,9.695219638,2.249362226,5,-13.15068493,52.89863014
UNI,16.29346638,5.700704431,6.737290999,4.077424064,32.20388027,5.26452794,4.502675032,3.237954754,4.74290725,90.86500412,3.46234416,4.318852217,1.452913606,3.177940421,2.053367266,16.09022636,8.4846659,15.9598257,3.525482097,29.85042103,80.16091999,6,11.63835616,56.21917808
OLI,16.18651073,11.98582,4.703482805,78.12089102,20.58823756,20.14096572,5.998849537,2.626148362,2.1270743,2.801008772,2.189853882,30.67400601,5.258959313,1.768440734,2.072944948,3.56309225,22.98117154,14.41441144,68.33476374,2.431868092,20.94822456,5,-5.030136986,54.04931507
PIC,15.73272812,3.121576892,3.652678358,4.388643146,27.44731172,21.31084772,6.431347631,44.60691157,6.523222563,16.36625225,28.67312239,3.235024962,17.02587862,4.608333095,3.524662101,9.658147246,4.410804187,17.24635814,48.77840827,2.020203431,41.62482805,6,-19.10136986,58.45479452
ROS,15.68089297,1.207107307,9.497276662,4.180597803,14.10154816,2.37212068,41.50544059,6.269506434,17.58034739,21.08070667,4.45456337,1.656845261,7.99529904,18.15725983,5.59631084,29.79370342,40.96012913,3.962167916,9.973837492,69.1582563,4.114835112,5,-20.51506849,45.53424658
UNI,15.41265556,1.93580859,9.829038192,2.819830197,1.97098458,20.97506543,53.12683996,13.80552871,12.06919246,4.32607623,49.60654683,1.731774418,3.007810908,14.46606425,12.24122542,6.196881848,42.14291176,14.68080424,4.128086526,20.39653015,18.79611052,5,15.97808219,60.55890411
OLI,15.3194027,1.071985113,6.139706681,94.62787104,31.83624906,2.488936453,2.266513058,5.867306166,3.019862995,1.554056203,27.73370338,1.154192357,3.026880569,14.8744934,13.13236804,18.70397863,48.8506741,5.608372359,1.689930923,1.943900808,20.79707258,4,10.58630137,69.66575342
PIC,15.3113602,29.3463105,2.110360433,8.556402015,4.101939491,4.45583017,13.79821453,63.11495868,13.80576028,9.682775641,8.407530458,77.60904326,2.828271125,4.976107806,11.67942379,13.61560123,8.166722046,9.064182555,3.383409417,13.95551758,3.568842935,6,-24.39452055,53.16164384
OLI,15.2170196,6.103768553,9.188065702,1.7925784,1.078856357,3.708568004,23.75025904,12.4800554,10.0260699,1.815726219,1.692484761,1.587991357,7.110124112,0.807543025,0.748615246,0.429166136,95.60069243,61.26447483,63.01812548,1.270111783,0.867115324,4,4.602739726,63.68219178
PIC,15.19119862,4.019243607,11.34379838,6.06411369,28.6100269,10.41926766,29.17515949,33.31216466,14.51036274,5.886172909,7.218795121,5.038044041,2.741865868,19.75582912,8.56494712,3.441889727,7.678504499,6.527121246,80.09657415,3.133452965,16.2866385,4,-24,53.55616438
UNI,15.01934699,27.0079709,2.133406019,2.165461596,1.099639294,5.828074801,1.993782553,2.43711323,134.9419966,6.463225212,26.08360247,37.76567761,1.659071986,5.763387807,0.495881555,1.854681527,0.293741959,2.922583247,23.07415004,12.54754088,3.855950443,5,0.55890411,45.13972603
UNI,14.9399264,2.176953848,2.478679724,1.866074224,2.714878211,4.054371126,45.40697114,7.138288815,10.59714375,12.66060376,14.00997153,17.56886878,2.992914777,48.57882776,11.60778673,2.587109291,31.74752885,45.33053595,17.28090366,9.547819018,8.452297041,6,0.591780822,45.17260274
ROS,14.69056761,4.897699231,76.42932713,6.129515874,3.313862926,7.165348007,4.149457542,4.586826145,4.863142247,7.215927054,6.809820304,10.86951285,3.449983695,4.777943107,34.45778311,65.01302417,6.83115384,17.52274479,5.909058075,15.99514369,3.424078463,5,1.347945205,67.39726027
ROS,14.67532755,13.71024509,5.033737798,16.22890322,6.323534759,3.844482878,17.58693908,53.36811563,21.58418834,8.66642333,46.34223396,1.378673958,5.042091739,11.09561537,2.576357368,2.133374605,5.905946356,11.53401998,8.99883024,18.70677626,33.4460611,4,-19.39726027,46.65205479
PIC,14.65428173,13.3663043,3.940805045,71.11649573,14.6168183,13.81164052,8.363010245,32.69141878,3.256232209,7.912505005,43.91244309,9.006803617,3.026392604,5.473673411,4.380522882,5.197664359,11.60224992,11.72682878,9.881735238,10.10105041,9.701040124,4,-24.23013699,53.3260274
OLI,14.61589027,2.147476471,2.949262489,26.08384674,10.94828782,3.681369708,3.277755936,1.506778586,2.88900378,23.7217562,2.570129843,9.834506743,1.989867107,2.322059647,0.92920022,34.7269038,43.25478171,65.17202139,19.85440951,4.833655301,29.62473248,4,-0.690410959,58.3890411
UNI,14.58280217,2.699247828,5.79582797,4.977215229,4.829498301,4.178411433,3.734068925,4.366321566,25.92317019,5.071331276,16.2574973,2.011536896,11.79818177,17.01058734,9.557029161,5.830750933,41.29862241,34.24167108,37.50348337,7.140899632,47.43069074,4,-4.997260274,39.58356164
UNI,14.51149254,2.293792935,12.07817641,2.379122395,1.4743581,1.38727403,8.473484006,34.24881019,23.78851037,24.60992709,30.80956216,24.33770355,2.074084293,22.98799558,28.99985053,25.10167329,14.38460552,4.044193859,9.135735442,13.99562446,3.625366615,6,16.93150685,61.51232877
UNI,14.3361467,2.137748654,1.46190083,92.40373448,3.74402555,16.34866407,4.795718385,4.13297578,108.6456811,2.826612059,2.519691516,3.373506327,1.54976036,9.130185562,2.297827394,3.675955748,3.336704791,2.387111146,8.038125771,3.808718782,10.10828565,5,11.37534247,55.95616438
UNI,14.17013931,12.761049,2.717661512,19.87109071,15.51142448,3.695979574,6.656956789,38.55734929,18.94911822,2.718368981,3.068064468,28.65602086,13.26717419,12.35418794,4.968132402,2.545766841,67.90980816,2.599791742,3.830655423,20.73235401,2.031831505,4,15.94520548,60.5260274
UNI,14.1000944,5.260016094,4.194952761,2.095037135,17.61161186,5.16162947,2.848250698,3.178625298,88.57397686,5.409376357,2.023146579,38.14251739,5.519385681,56.83104781,5.201729963,2.141950943,7.109548834,6.955111573,2.647775924,3.730447358,17.36574933,4,5.589041096,50.16986301
ROS,13.59253267,9.463223027,13.18728523,36.05700118,9.837631952,6.698294435,6.103069929,3.73803585,9.967526927,5.661934859,5.777499983,4.191861505,5.840955345,60.00177035,7.61021462,36.10477055,10.33973721,24.7155726,6.021446217,7.844157016,2.688664677,5,-17.75342466,48.29589041
ROS,13.16527785,31.80926549,12.1422567,20.42518153,5.595048578,7.523395768,34.2297461,3.22136831,8.373813992,12.75627713,1.72992489,16.12374234,5.683805477,7.482011044,6.200647014,9.085583741,19.30780413,8.040451115,1.560685566,47.10013883,4.91440916,5,-20.05479452,45.99452055
UNI,13.15804603,1.601101837,25.02708108,1.701090076,3.119579134,2.586821006,2.589604927,19.20491961,11.31130455,3.723389773,35.750524,34.4360541,3.897958974,15.72939101,1.455323635,3.221451694,40.80831263,12.04101076,40.47926091,2.091019757,2.385721082,6,5.194520548,49.77534247
ROS,13.12784028,0.228254197,36.88382038,6.282860964,2.083604146,0.489486297,2.66912936,46.77745644,54.96863994,7.585950709,1.837525924,4.822763066,23.04970189,6.692925991,4.122664034,14.08847235,4.386848666,2.880713138,2.529313523,2.083136896,38.09353776,4,-20.31780822,45.73150685
PIC,12.95470109,39.4024113,5.542023407,5.633365817,9.27784313,3.834932604,5.736061715,8.680048802,9.51472242,11.56951714,14.33345668,29.47541819,2.118112332,4.768843963,5.137227738,9.182983985,6.015652312,2.016555752,34.64397543,11.85939487,40.35147426,5,-14.99178082,62.56438356
UNI,12.94833395,5.397183044,1.485778173,2.051615808,3.347590275,1.406484352,174.5890475,19.68229435,2.654938264,2.329118053,2.641683787,2.328084232,2.298296314,2.09626555,3.235701493,2.199894924,2.216009138,1.863425799,11.61367366,14.39158285,1.138011457,5,5.621917808,50.20273973
ROS,12.88693548,3.257024871,5.982007729,5.943966144,3.40198895,7.782279808,21.44429122,28.74722193,7.935518619,7.152679893,68.97089667,5.82510041,4.20170393,6.872023072,6.084144026,6.788119297,15.92483062,14.08345972,28.47606152,3.522617525,5.342773557,4,1.315068493,67.36438356
OLI,12.80108027,5.086008735,1.732482137,17.71793519,1.386110969,0.972347618,20.74896462,12.65812667,33.12228344,5.316254129,48.78635501,2.965424195,0.805322271,3.316123806,4.639701318,1.429360438,13.77516221,1.019152429,8.166184851,70.78935855,1.58894687,5,10.61917808,69.69863014
UNI,12.63487629,1.259193859,0.582488345,3.936093637,41.99106899,5.452418527,1.494261975,13.04357005,0.919078091,28.0015029,0.31355752,14.68760419,42.05093469,14.21679663,11.10752926,3.109369452,2.468838718,7.963095158,4.66340232,51.63926053,3.797460965,5,16.43835616,61.01917808
ROS,12.58771393,2.957340726,1.902220941,21.65347407,17.99681675,32.20887415,21.4730688,3.223573339,1.905277585,5.591158925,24.14318338,9.715427473,3.180867174,24.66001711,1.66260362,3.300584164,5.079810008,23.96481909,9.607139702,24.11036804,13.4176535,5,-8.317808219,57.73150685
ROS,12.46050576,2.298167973,15.4958986,11.35352387,1.320284937,1.644977285,3.998281259,3.202743968,2.632395224,2.302107166,11.68042537,4.701584969,23.7150616,79.39684567,2.137550812,33.56416166,2.383735861,1.185319971,37.393837,1.283677221,7.519534708,4,-9.04109589,57.00821918
PIC,12.46015126,10.01679717,3.673877416,3.085012046,13.66047123,16.77092446,35.30281497,4.550659266,49.16351691,4.296141462,9.943284851,24.97374234,2.553445857,2.469426089,36.31955931,3.041677504,4.774501703,4.999080789,4.172784671,6.779825453,8.655481713,5,-19.13424658,58.42191781
UNI,12.27458495,12.20365404,1.540655655,25.68405271,64.28588448,1.998479074,1.821796387,3.681493348,1.932801669,3.157225409,7.363051665,3.260215655,3.550595586,7.317768662,45.42377213,3.417739082,5.139720405,22.17640097,26.83444805,2.422605882,2.279338054,6,11.17808219,55.75890411
ROS,12.09313803,20.75775468,2.002282012,1.733294764,7.269259666,11.60448512,4.796087064,6.339971191,5.250612569,2.866654638,7.495756341,54.14657772,55.39176752,4.090744036,5.776388619,3.903708187,11.3317574,9.915272215,16.92223305,4.104413882,6.163739856,4,-13.18356164,52.86575342
ROS,12.0834797,2.253161617,3.872202323,1.985106576,2.448736439,1.636026752,8.582267719,3.546130468,4.395073888,3.887353942,7.878019551,4.059939293,4.079522145,18.63352857,4.480985434,140.1759578,8.704043079,14.59873123,0.702070381,1.52166083,4.229076103,2,-12.7890411,53.26027397
PIC,12.06256401,6.537919719,16.11849632,20.99222006,11.49666419,3.533277257,4.244773534,5.417932226,2.556787272,6.97671963,5.427613456,8.287849451,54.28462195,4.347693574,19.44477587,9.042150164,5.336246652,26.71698125,10.86903219,4.447094619,15.17243079,4,-29.98356164,47.57260274
OLI,12.05601851,19.66976768,29.60315526,5.138658312,3.28289102,8.232313151,1.740417503,29.31672009,14.52581487,2.168963754,19.62992072,3.747075529,35.64861242,23.19600633,0.670428141,4.610569273,2.478625707,34.69598944,1.188331969,0.531179626,1.044929502,4,-10.81643836,48.2630137
PIC,11.98167,13.17393622,2.423410894,2.572786577,25.80804668,33.8494713,23.06990794,9.087325924,28.13070153,20.56192854,7.212275732,3.968603986,17.91277316,3.155188024,2.915327167,1.943713531,2.618499182,24.13763801,6.674684318,4.968833699,5.44834767,5,-20.05479452,57.50136986
UNI,11.96062408,3.831030078,2.431004316,4.066923928,5.225154417,3.036388433,6.670838986,31.22122699,22.64340326,23.08599897,3.627339513,3.157947074,5.411167471,6.631118988,5.843401739,19.44701214,58.0885528,13.21144835,3.952798182,5.842987483,11.78673854,5,5.391780822,49.97260274
PIC,11.82555812,3.665256755,4.677639646,34.31399141,19.01135202,4.748404943,8.238040716,7.596403934,10.03566942,12.77005081,6.016625531,2.380978267,14.02862957,1.669050847,1.700414269,10.51708262,4.840710643,46.54505046,31.25333928,8.730710744,3.771760546,5,-14.30136986,63.25479452
UNI,11.75633164,5.20724462,2.888028915,3.707523177,2.873111185,6.0170566,2.843924619,39.8638116,3.246790333,1.991000954,3.835733189,3.415923239,4.962247031,32.79205724,3.703763444,4.602600533,15.11865665,2.908952945,10.45616816,14.9059042,69.78613409,6,11.40821918,55.9890411
OLI,11.72384445,26.05646898,9.322448814,49.8810959,1.08E-07,1.011217654,0,2.184262587,0,3.328320991,0,0,0.435884119,0,0,0,0,59.20048835,68.06113101,0,14.99557042,5,-12.62465753,46.45479452
PIC,11.66147713,4.27255027,18.59368962,28.64103653,4.994244037,14.19973679,4.804449056,65.24148576,4.483198094,3.41722085,5.785536986,9.630424026,11.00687418,5.222617832,2.404248625,1.572607663,22.40267029,4.49408252,7.85598188,6.347787242,7.859100332,5,-23.96712329,53.5890411
ROS,11.58676599,5.642682338,16.62321857,7.50596077,7.777595358,3.960541257,4.660299133,5.119526987,14.60020677,29.11999857,7.43680225,21.90943648,27.93375187,35.3854547,3.845450394,14.80333771,2.975414065,9.550429468,1.460917783,2.249035238,9.175260159,5,-19.36438356,46.68493151
ROS,11.47787511,23.24046116,1.440191703,2.35144538,4.867837224,14.20759066,5.719419983,4.870769265,1.909723907,5.194645708,115.2222348,2.550341615,3.833447036,3.321681024,4.38301586,3.376789049,1.063405813,9.57747601,19.45722628,2.022949965,0.946849695,5,-8.547945205,57.50136986
OLI,11.43957884,12.89527015,8.572956729,6.038689106,6.176494559,3.854373063,23.95194319,3.243134252,4.043330091,1.339713279,7.669585594,0.724319608,0.887121783,0.471272233,0.33007173,7.002154321,13.80195262,5.687557425,43.5514726,77.84751757,0.702646902,6,4.668493151,63.74794521
PIC,11.43240808,9.708131623,1.96938026,14.67475363,1.332534645,107.5285412,2.192732044,4.301604502,2.042511397,5.514947951,8.971459444,13.95911186,2.765645633,3.280976393,2.781132437,11.32262985,8.728215221,14.21854277,6.106992549,5.618877494,1.629440737,4,-20.31780822,57.23835616
ROS,11.3324095,10.03130949,8.660741894,30.55661444,5.98698036,13.78649341,3.525792393,10.02588703,11.70165109,26.97771323,8.530857499,7.529548545,3.815781692,19.3924613,13.27788953,6.765621185,10.08069101,8.030908416,15.98840627,5.490210509,6.492630791,4,-19.62739726,46.42191781
